一汽集团	徐平	company/person/chairman	1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
腾讯	网易	company/company/compete	外媒评选全球前50手游厂商,腾讯网易哪个更厉害?
奥迪	施泰德	company/person/chairman	奥迪董事会主席施泰德:在华需要两条腿走路,上汽奥迪按原计划推进
乐视	贾跃亭	company/person/chairman	有乐视贾跃亭的味儿了,小鹏汽车发布飞行汽车,还没跑就想飞?
支付宝	银联	company/company/compete	微信渠道开通啦!“交管12123”APP实现了支付宝、银联、微信的全...
摩拜	ofo	company/company/compete	在布局上，ofo和摩拜的竞争策略又有不同，从校园走出来的ofo一发而不可收拾的扩张到了34个城市
丰田	铃木	company/company/cooperate	铃木全新旅行车公布!丰田换标,这车要是来中国,又要真香了
福特	汉兰达	company/company/compete	国产福特全新锐界上市已有一段时间，作为目前汉兰达最强劲的竞争对手，福特锐界各种高科技配置加身，加上福特品牌一贯的运动化调教，更受到年轻人的青睐
万科	泰禾	company/company/invest	万科24亿入股泰禾,它们分别在谋划什么?|潜望
奥迪	一汽	company/company/cooperate	一汽-大众奥迪张强:启势立新,600万只是一个开始
比亚迪	荣威	company/company/compete	9万怎么选车?荣威i6亦或是比亚迪秦Pro?读完清晰了
格力集团	董明珠	company/person/chairman	此前，董明珠辞去格力集团董事长一职，并不再在格力集团任职，今后仅为格力电器的董事长兼总裁和法定代表人
阿里	京东	company/company/compete	京东的步步逼近，对阿里来说无疑是最强的挑战
奥迪	宝马	company/company/compete	奥迪Q8上市后将与宝马X6展开竞争
联想	Motorola	company/company/acquisition	联想后来收购的Motorola也有过一段辉煌的时间
通用	欧宝	company/company/acquisition	告别通用后,依托PSA的欧宝或将重返中国市场?
百度	搜狗	company/company/compete	百度、搜狗、讯飞3家输入法大PK,谁才是真正行家里手?
京东	沃尔玛	company/company/cooperate	人货场智能升级京东、沃尔玛启动2019“8.8购物节”
迅雷	邹胜龙	company/person/chairman	迅雷风波后邹胜龙卸任董事长，小米联合创始人王川接任
一汽	东风	company/company/cooperate	一汽、东风汽车等合资成立新公司经营范围涉新能源汽车等
伊利股份	贵州茅台	unknown	值得注意的提，前期被北上资金大量卖出的中国平安、伊利股份、贵州茅台等3只绩优白马股本周五又重新吸引外资的目光，中国平安北上资金净买入额居首，达到4.15亿元，伊利股份、贵州茅台北上资金净买入额分别达到6645.23万元、3613.05万元。
吉利	雪铁龙	company/company/compete	吉利博越和雪铁龙C3-XR没法比!合资11万元比骑共享单车都省还有...
中兴	英特尔	company/company/cooperate	英特尔与中兴通讯联合发布，Light，Cloud，方案
易信	微信	company/company/compete	[视频]共产党员微信易信正式上线发布
富士康	夏普	company/company/acquisition	夏普CEO戴正吴已从富士康董事会辞职
奥迪	冯德睿	company/person/chairman	冯德睿晋升奥迪全球高管中国市场被赋予厚望
淘票票	猫眼	company/company/compete	《烈火英雄》猫眼9.6,淘票票9.4,近几年少见的高分灾难片
保时捷	奥迪	company/company/cooperate	日产150辆供不应求!保时捷向奥迪借调工人,加快Taycan生产
中华英才网	徐新	company/person/chairman	同样在1999年，徐新个人天使投资中华英才网并担任董事长，在2006到2008年中华英才网发展最迅速的时期，它与智联招聘、前程无忧三足鼎立	
大众	海兹曼	company/person/chairman	这一消息在1月17日的大众媒体沟通会上被德国大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼教授证实，他表示，大众会在落实与一汽的十年框架问题与解决奥迪经销商盈利问题之后，再去解决与上汽战略合作的问题
上汽集团	比亚迪	unknown	乘用车看好上汽集团(行情600104,诊股)、比亚迪(行情002594,诊股)，在新产品周期的推动下，爆款车型的良好销售预期将成为主要看点。
融创	乐视	company/company/invest	乐视网:不存在融创掏空乐视网的嫌疑和情况
英特尔	展讯	company/company/invest	英特尔宣布投资中国芯片公司展讯，今天双方合作后第一款产品终于落地
奥迪	凯迪拉克	company/company/compete	横向对比许多二线豪华中型车，同样全系搭载2.0T发动机，但动力比全新奥迪A4L高出一截的凯迪拉克ATS-L（最大马力为279Ps）与全新奥迪A4L有着异曲同工的竞争力
饿了么	美团外卖	company/company/compete	饿了么的竞争对手之一的美团外卖，除了刚推出的那会与饿了么抢地盘外，鲜有推出低得吓人的折扣	
一汽大众	张丕杰	company/person/chairman	【老孙论车】将一汽大众办成“百年老店”,张丕杰是不是“痴人说梦...
奥迪	一汽	company/company/cooperate	奥迪一汽建立第二家合资公司,旧酒难解新愁
真格基金	九阿哥	company/company/invest	专注OfficeMassage，推拿O2O“九阿哥”获真格基金、3W基金数百万元天使投资
百度	360	company/company/compete	来!看看百度、360，推出的「防针孔摄像机」APP真的有用吗?|唠氪儿
诺基亚	联发科	company/company/cooperate	据报道诺基亚正在开发一款价格实惠的联发科5G手机
阿里	京东	company/company/compete	助阵“约惠辽宁”,阿里京东苏宁抖音全来了
雪铁龙	通用	company/company/cooperate	PSA，H1利润率狠甩福特通用，雪铁龙在华销量暴跌
伊利股份	贵州茅台	unknown	6月10日，沪股通成交前十位分别为贵州茅台(行情600519,诊股)、中国平安、招商银行、伊利股份、兴业银行、杭瑞医药、中信证券(行情600030,诊股)、上海机场(行情600009,诊股)、海螺水泥(行情600585,诊股)、上汽集团(行情600104,诊股)。
吉利	湖南省政府	company/company/cooperate	根据湖南省政府与吉利集团签署的合作协议，湖南省、湘潭市将支持吉利汽车湘潭基地新能源SUV项目的建设，加快SUV整车生产线竣工投产、整车下线，继续扩大湘潭基地整车产能规模，同时，推动湖南吉利汽车职业技术学院进一步办出特色，形成品牌，为湖南省中高端制造业发展和产业升级提供人才储备和保障
刘毅	聚飞光电	unknown	与首旅集团刘毅相似，同样正值壮年去世的还有聚飞光电董事长刑其彬。
丰田	铃木	company/company/cooperate	威兰达之后,贴牌丰田卡罗拉旅行,铃木Swace正式发布
本田	丰田	company/company/compete	早在2015上海车展上，本田就发布了ConceptD的概念车型，该车型定位中型SUV，竞争对手锁定在丰田汉兰达和福特锐界等车型上
奥迪	保时捷	company/company/cooperate	保时捷同款机头奥迪RSQ8北京车展亮相
中国人寿	百度	company/company/cooperate	百度宣布与中国人寿达成战略合作，已就智能投顾等进行多次接洽　	
阿里	上汽	company/company/cooperate	上汽+中国移动+阿里+华为=荣威MARVEL-R!5G时代畅行天下
迅雷	邹胜龙	company/person/chairman	迅雷创始人邹胜龙:技术男的得与失
雪铁龙	通用	company/company/cooperate	通用:与标致雪铁龙合作局限在欧洲
万达	王健林	company/person/chairman	2月3日，2017年新春开年后第一个工作日，万达集团董事长王健林在万达高管会议上表示，要特别提醒网络和金融两个公司，网络公司应该有突破，金融公司的业务应该尽快落定
淘票票	猫眼	company/company/compete	猫眼否认黄牛刷票:高退票属常态,淘票票指控存在偏颇
富士康	夏普	company/company/acquisition	“富士康化”中止，夏普如何新生?
东方证券	海通证券	unknown	新三板做市成交额东方证券居首,海通证券紧随其后
恒大	万科	company/company/acquisition	超恒大、万科数百亿,碧桂园稳坐房地产行业第一把交椅,是偶然吗
软银	WeWork	company/company/invest	外媒:软银放弃对WeWork的收购要约
福特	长安	company/company/cooperate	对话杨嵩|满足用户需求,关注经销商利益,长安福特就能稳步前行
中国人寿	百度	company/company/cooperate	百度“牵手”中国人寿，将就人工智能、云计算等达成深度合作
伊利股份	贵州茅台	unknown	伊利股份(行情600887,诊股)、贵州茅台(行情600519,诊股)、五粮液(行情000858,诊股)净卖出居前，金额分别为3.71亿元、2.38亿元、2.11亿元。
索尼	Amazon	company/company/cooperate	索尼也与Amazon合作，为自家的“逆天”屏幕带来更多的内容源
顺丰	圆通	company/company/compete	快递江湖事:阿里加持圆通，顺丰会逆风吗?
阿里	京东	company/company/compete	12年，中国互联网是一个大浪淘沙的过程，很多电商风起云涌又很快哨声匿迹，只有京东成为唯一能与阿里分庭抗礼的另一个商业帝国
伊利股份	贵州茅台	unknown	具体来看，截至2018年底，沪股通持股市值排名前十的是贵州茅台、中国平安、恒瑞医药、伊利股份(行情600887,诊股)、长江电力(行情600900,诊股)、上海机场(行情600009,诊股)、青岛海尔、招商银行、中国国旅(行情601888,诊股)、上汽集团。
吉利	哈弗	company/company/compete	新款吉利博越曝光,矩阵大灯+新内饰,预售8.8万,比哈弗H6还霸气
中信建投	黄文涛	unknown	【中信建投宏观，黄文涛团队，每周连线】
百度	360	company/company/compete	百度PK360，搜索引擎大战全面打响——中新网IT频道
吉利	哈弗	company/company/compete	第三代哈弗H6上市,长安CS75、吉利博越都哭了,超越已经不可能!
中兴	英特尔	company/company/cooperate	中国联通携手中兴通讯、英特尔发布边缘云白皮书,启动大规模试点
迅雷	邹胜龙	company/person/chairman	迅雷董事长兼首席执行官邹胜龙表示：“云计算是迅雷最具战略意义的投资，这部分业务发展势头良好
通用	Lyft	company/company/cooperate	通用汽车总裁将退出Lyft董事会曾为盟友如今反成竞争对手?
苏宁	张近东	company/person/chairman	苏宁张近东:服务只有0分和100分
支付宝	银联	company/company/compete	条码互通后银行绝地反击,支付宝、微信、银联格局突变
奥迪	宝马	company/company/compete	豪华SUV也能月销过万?3米轴距+9AT,宝马奥迪也望尘莫及
奥迪	施泰德	company/person/chairman	肖特上任奥迪CEO,施泰德时代划上句号
红杉资本	Qualtrics	company/company/invest	终于，在2012年5月，AccelPartners3年的坚持收获正果，前者与红杉资本联合对Qualtrics投资7000万美元
淘票票	猫眼	company/company/compete	《后来》退票门真相:诡异操作害惨院线,猫眼淘票票分道扬镳
丰田	福特	company/company/compete	丰田考斯特天津港多少钱福特9座豪华商务车
本田	丰田	company/company/compete	丰田的cvt和本田的cvt有何区别?哪个好?
百度	李彦宏	company/person/chairman	”百度创始人、董事长兼首席执行官李彦宏的这句话，或许是开年来国内财经圈的一个缩写
三星	苹果	company/company/compete	《数字时报》指出，三星的竞争对手——苹果、LG及微软也申请了折叠式手机技术专利
挖财	李治国	company/person/chairman	李治国参与挖财社区热帖互动:互联网带来机会公平或能改变贫富差距
微软	领英	company/company/acquisition	微软(MSFT.US)旗下领英宣布受卫生事件影响，将裁员960人
吉利	哈弗	company/company/compete	吉利博越和哈弗H6哪款SUV更值得购买呢?来看看老司机的推荐!
腾讯	京东	company/company/invest	与此同时我们也看到阿里的老对手京东也接受了腾讯的投资，引入腾讯成为最大机构股东，看重的也是腾讯旗下微信的社交能力，后来也证明京东和微信的联手，加速了京东社交电商的运营能力
吉利	沃尔沃	company/company/acquisition	不得不说，吉利收购沃尔沃之后，对市场的产品线控制的很厉害，短短的两年内就能够将品牌打响，也是挺不简单的
阿里	万达	company/company/compete	万达的O2O之路，与阿里开打之前，首先要趟过实体商业的竞争对手	
苏宁	张近东	company/person/chairman	张近东之子张康阳首开微博,苏宁少东家走向“台前”
吉利	沃尔沃	company/company/acquisition	或许长城和吉利是天生的对手，这两款车同样主推中高端市场，作为两个自主品牌，吉利凭借的是收购沃尔沃后不断更新的技术储备和品牌背书，而长城是把WEY当成了下一个H6吗？二月已过去三分之一的时间，接着马上三月、四月......在未来的日子吉利和长城的较量依然存在，吉利借着沃尔沃这颗大树路会越走越宽，这是一个大概率事件
阿里巴巴	Lazada	company/company/acquisition	阿里巴巴将向东南亚最大电商平台Lazada追加20亿美元投资
伊利股份	贵州茅台	unknown	此外，前十大重仓股还有贵州茅台(行情600519,诊股)、五粮液(行情000858,诊股)、格力电器(行情000651,诊股)、伊利股份(行情600887,诊股)、美的集团(行情000333,诊股)、招商银行(行情600036,诊股)、泸州老窖(行情000568,诊股)、立讯精密(行情002475,诊股)、长春高新(行情000661,诊股)。
红杉资本	斗鱼直播	company/company/invest	9月17日消息，斗鱼直播平台的运营网站广州斗鱼网络科技有限公司，在近日获得了风投公司红杉资本中国基金的投资，具体的投资金额和详细信息尚不知晓
ArgonAI	RajNair	company/person/chairman	RajNair和福特的全球战略副总裁JohnCasesa则占据了ArgoAI五人董事会中的两席
奥迪	宝马	company/company/compete	奔驰C200优惠4.5万?与宝马3320Li、奥迪A4L40相比,如何选?
申通	陈德军	company/person/chairman	投资者质问申通为什么落后了董事长陈德军回应因直营化不足
雪铁龙	通用	company/company/acquisition	东风或将增持标致雪铁龙股份，通用不担心
丰田	Uber	company/company/invest	丰田公司在上世纪90年代就开始自动驾驶技术的研究，去年宣布将向Uber投资	
戴尔	EMC	company/company/acquisition	2016年，IT巨头戴尔迎来了自己新一轮的发展高潮：随着美国和欧洲的监管机构都放行了戴尔对EMC的收购计划
腾讯	工商银行	company/company/cooperate	从下图可以看到，腾讯微黄金明确表示是和工商银行合作的
本田	广汽	company/company/compete	广汽本田:以“超强”实力成为保值之选
奥迪	奔驰	company/company/compete	奔驰奥迪为何“不敌”宝马?老司机看完都“芜湖”了
阿里	京东	company/company/compete	阿里入股苏宁后，天猫在3C家电上大大缩小了与京东的距离，规模也在往上走
小米	荣耀	company/company/compete	我们用荣耀跟小米这样的公司去竞争
融创	乐视	company/company/invest	乐视网被重罚2.4亿,恒大和融创先后“入坑”,贾跃亭何时回国成谜
吉利	宝腾	company/company/cooperate	吉利下南洋:“改造”宝腾走出低谷，掘金东南亚初战告捷
阿里	上汽	company/company/cooperate	上汽和阿里这桩婚姻真的“凉凉”了吗?
软银	苹果	company/company/cooperate	软银宣布26日在日本推出苹果iPhone3GS
本田	广汽	company/company/compete	广汽本田:飞度要圈住“90后”年轻消费者
百度	谷歌	company/company/compete	谷歌CEO和百度李彦宏碰面了,他们分别谈了什么
海通证券	荀玉根	unknown	海通证券荀玉根:下半年市场整体中枢会向上，关注消费汽车等
诺基亚	埃森哲	company/company/cooperate	诺基亚向埃森哲移交2800员工，塞班开发外包
搜房	莫天全	company/person/chairman	莫天全谈搜房入股世联:终于傍上另一棵大树
诺基亚	Verizon	company/company/cooperate	Suri宣布诺基亚将与美国最大通信商Verizon合作部署基于5G技术的新一代视频和娱乐服务
滴滴出行	程维	company/person/chairman	滴滴出行董事长兼CEO程维现身第四届“万里茶道”与城市发展（铅山）中蒙俄市长峰会开幕式。	
福特	Pivotal	company/company/invest	福特汽车公司总裁兼首席执行官说，“我们对Pivotal的投资将有助于我们以”硅谷速度”来提供这样的体验,包括不断扩大我们的数字，物理和个人的移动体验平台FordPass
阿里	银泰	company/company/cooperate	金华人期盼已久的金华之心,阿里、银泰、洲际酒店……即将入驻!
丰田	福特	company/company/compete	大众、戴姆勒、宝马、丰田、本田、福特等全球29大车企业2020年第...
腾讯	网易	company/company/compete	腾讯网易同一天“押宝”成渝搅动中国新文创格局
谷歌	Fabric	company/company/acquisition	1月19日，谷歌宣布将收购推特(TWTR)旗下的Fabric手机APP开发平台
唯品会	沈亚	company/person/chairman	腾讯增持唯品会股权至近10%:沈亚大股东地位面临动摇
克莱斯勒	谷歌	company/company/cooperate	谷歌首先放弃了单打独斗，在去年年中宣布与FCA（菲亚特克莱斯勒）达成合作，在菲亚特提供的汽车上测试自动驾驶系统
中信建投	黄文涛	unknown	建投(行情601066,诊股)证券宏观首席分析师黄文涛：2019年GDP实际增速6.3%左右，三季度或短期企稳。
申万宏源	王胜	unknown	申万宏源王胜:等待A股明年的春季躁动
丰田	铃木	company/company/cooperate	丰田Starlet近期正式发布,在配置上和铃木Baleno几乎一致
